고장발생일,건물명,주소,승강기고유번호
2022-06-23,천안용곡우림필유아파트,충청남도 천안시 동남구 용곡5길 37-6 (용곡동),5026819
2022-06-22,가천대학교,경기도 성남시 수정구 성남대로 1342 (복정동),2054657
2022-06-22,다모아타운아파트,대전광역시 서구 월평동로 83 (월평동),5031276
2022-06-22,용인행정타운두산위브2단지,경기도 용인시 처인구 지삼로590번길 9 (삼가동，용인행정타운두산위브2단지아파트),2093295
2022-06-20,동편마을3단지아파트,경기도 안양시 동안구 동편로 110 (관양동),2052588
2022-06-20,한주2차아파트,"강원도 춘천시 스포츠타운길 528-12 (온의동, 온의한주아파트)",4001335
2022-06-19,리슈빌레이크파크,경기도 평택시 고덕국제6로 50 ,2238685
2022-06-18,JD웰니스 고수리,경상북도 청도군 청도읍 고수구길 56  (고수리 515 외 2필지),6052347
2022-06-18,침산2차화성타운,대구광역시 북구 침산남로37길 24 (침산동),6001824
2022-06-16,광명중앙하이츠아파트,경기도 광명시 도덕로 56 (광명동),2042979
2022-06-16,목동웨스트빌아파트101동,서울특별시 양천구 목동중앙본로 50-12 (목동),0030279
2022-06-16,옥계더힐아파트,경상북도 구미시 옥계북로 43-48 ,6008739
2022-06-15,신평영무예다음,경상북도 구미시 구미중앙로45길 18 (신평동，영무예다음),6041300
2022-06-14,대상이노파크,서울특별시 강서구 마곡동 762-4 (마곡동),0141708
2022-06-13,(주)모두스테이,서울특별시 중구 충무로9길 20 (을지로3가),0050119
2022-06-13,일산문촌7단지아파트(임대),"경기도 고양시 일산서구 킨텍스로 340  (주엽동, 문촌마을7단지아파트)",2081178
2022-06-13,칠성할매콩국수,대구광역시 북구 침산남로 40 (노원동1가),6053019
2022-06-11,보은뜰안아파트,충청북도 보은군 보은읍 교사1길 6 ,5005987
2022-06-11,엘지팰리스빌딩,"서울특별시 마포구 양화로 156 , LG팰리스빌딩 (동교동)",0081075
2022-06-09,예산신동아파밀리에,충청남도 예산군 예산읍 군청로3길 16 ,5068350
2022-06-08,상록마을라이프아파트,"경기도 성남시 분당구 정자로 56 (정자동, 상록마을라이프아파트)",2144759
2022-06-08,신촌마을포스홈타운1단지아파트,"경기도 용인시 기흥구 용구대로2518번길 15  (보정동, 신촌마을 포스홈타운1단지)",2049420
2022-06-07,벽산블루밍아파트장전디자인시티,부산광역시 금정구 금강로 225 (장전동，벽산블루밍디자인시티),8056124
2022-06-07,삼성래미안2차아파트,경기도 용인시 기흥구 구성로 90 (언남동，삼성래미안2차아파트),2039814
2022-06-06,갈마아파트,대전광역시 서구 신갈마로 102 (갈마동),5045333
2022-06-06,탑실마을피오레1단지,경기도 용인시 기흥구 탑실로 15 (공세동),2044430
2022-06-04,그린힐파크,경기도 안산시 단원구 비선거리길 35 (대부동동),2054553
2022-06-04,역삼역센트럴푸르지오시티,서울특별시 강남구 언주로85길 32 (역삼동),0132721
2022-06-03,북송정육교,광주광역시 광산구 소촌로42번길 24-24 ,7043315
2022-06-03,오션힐호텔,전라남도 여수시 돌산읍 강남해안로 81 ,7057345
2022-06-03,휴미소빌딩,서울특별시 영등포구 영중로 130 (영등포동8가),0060098
2022-06-01,보령 명천동 공동주택 신축공사,충청남도 보령시 진등1길 42 (명천동),5091866
2022-06-01,비전센트럴푸르지오2차,"경기도 평택시 용죽2로 24 (용이동, 평택비전센트럴푸르지오)",2186984
2022-06-01,아산충무병원,충청남도 아산시 문화로 381 (모종동),5078445
2022-05-31,대방그린빌아파트,"경상남도 창원시 성산구 대암로 256 (대방동, 대방그린빌아파트)",8029227
2022-05-31,창원역점 엘지하이프라자,경남 창원시 의창구 팔용동  149-11 ,8107238
2022-05-30,테크노밸리이지더원 2단지 아파트,충청남도 아산시 둔포면 아산밸리중앙로 58-5 ,5061519
2022-05-29,갑천지구3블럭분양아파트,대전광역시 서구 도안동 갑천지구 3BL ,5081928
2022-05-29,더스텔라,인천광역시 중구 자연대로 29 ,2236600
2022-05-29,석봉마을9단지부영5차,경상남도 김해시 금관대로599번길 27 (무계동),8073939
2022-05-29,어양주공4단지,전라북도 익산시 부송1로 17 (어양동),7017704
2022-05-29,팰리스필3차아파트,경기도 광명시 광명동 337-40외2필지 ,2253508
2022-05-28,오원프라자,경기도 고양시 일산동구 중앙로 1160 (마두동),2017012
2022-05-26,한신휴플러스2차아파트,"강원도 원주시 서원대로 427 (단구동, 개운2차한신휴플러스아파트)",4004271
2022-05-25,속초자이아파트,"강원도 속초시 조양로 181 (조양동, 속초 자이)",4018621
2022-05-25,한일현대시멘트(주)삼곡공장,충청북도 단양군 매포읍 고양길 95 ,5027829
2022-05-21,기흥역센트럴푸르지오오피스텔상가,경기도 용인시 기흥구 기흥역로58번길 10 ,2190292
2022-05-21,대림E편한세상 시티인하대,인천광역시 미추홀구 용정공원로83번길 43 (용현동),2219358
2022-05-21,서산테크노우미에세이,충청남도 서산시 성연면 서산테크노밸리 A3A 블록 일람리 1081번지 우미건설 현장사무실,5093073
2022-05-20,경기광주역행복주택A2BL,경기도 광주시 역동로 52-124 ,2239264
2022-05-19,요진보네르카운티,강원도 원주시 시청로 64 (무실동),4008198
2022-05-19,월산마을2단지부영7차아파트,경상남도 김해시 대청로 421 (부곡동，월산마을부영아파트),8015925
2022-05-18,한라비발디아파트,경기도 안양시 만안구 박달로 453 (박달동，한라비발디아파트),2118725
2022-05-17,J3빌딩,서울특별시 강남구 선릉로155길 15 (신사동) (신사동),0140413
2022-05-15,수서10단지까치마을아파트,서울특별시 강남구 광평로19길 10 (수서동),0009575
2022-05-13,학장반도보라타운,부산광역시 사상구 대동로 98 (학장동),8022946
2022-05-12,유원서초아파트,서울특별시 서초구 서초중앙로24길 43 (서초동),0045561
2022-05-12,홍정빌딩,부산광역시 해운대구 해운대로 600 (우동),8007603
2022-05-11,리치빌딩,경상남도 김해시 내외중앙로 48 (외동),8041110
2022-05-10,대경빌딩,경기도 수원시 권선구 동수원로146번길 95 (곡반정동),2101104
2022-05-09,화순서라2차아파트,전라남도 화순군 화순읍 진각로 181-20 (화순2차 서라아파트),7028713
2022-05-06,"행복도시4-2생활권 L1,L2블럭 더휴 예미지",세종특별자치시 집현동 883-68 행정중심복합도시 4-2생활권 L2블록,5084274
2022-05-05,트라빌딩,충청남도 아산시 탕정면 탕정면로 8 ,5010547
2022-05-04,E편한세상 밀양나노밸리,경상남도 밀양시 내이동 133번지 일원 ,8107277
2022-05-04,당진한성필하우스아파트,"충청남도 당진시 남부로 200 (대덕동, 한성 필하우스)",5055749
2022-05-04,렉스힐 103동,경기도 광주시 오포읍 마루들길 251-10 ,2229096
2022-05-04,신림주공1단지아파트,서울특별시 관악구 광신길 160 (신림동),0096485
2022-05-04,용춘빌딩,대구광역시 수성구 청호로 301 (황금동),6028322
2022-05-03,롯데그린빌B동,경기도 광주시 오포읍 수레실길 46-61 ,2126569
2022-05-03,서대전역코아루써밋,대전광역시 중구 오류로 13-10 (오류동),5086188
2022-05-02,다사한일유앤아이아파트,대구광역시 달성군 다사읍 매곡로4길 9 ,6015061
2022-05-02,대구 남구 대명역 골안 재건축,대구광역시 남구 대명로14길 24 (대명동),6062254
2022-05-02,한라비발디아파트,대전광역시 유성구 상대로 17 (상대동),5001556
2022-05-01,동원로얄듀크,부산광역시 북구 금곡대로 228 (화명동，동원로얄듀크),8055822
2022-04-29,U-LINE,서울특별시 강남구 선릉로160길 7 (청담동),0146559
2022-04-27,동탄순환대로14길46,경기도 화성시 산척동 동탄2택지개발지구 421 블럭 1803 로트 ,2252524
2022-04-25,진천광혜원LH2단지아파트,충청북도 진천군 광혜원면 화랑길 29 ,5088189
2022-04-25,효빌딩,경기도 성남시 분당구 미금로33번길 26 (구미동),2142264
2022-04-24,계양임광그대가아파트,"인천광역시 계양구 효서로 417 (서운동, 계양임광그대家)",2080175
2022-04-23,(주)비와이씨빌딩,경기도 안산시 단원구 광덕대로 181 (고잔동),2084662
2022-04-23,비산삼성래미안아파트,경기도 안양시 동안구 관악대로 135 (비산동),2118555
2022-04-20,삼양식품(주),강원도 원주시 우산로 177 (우산동),4005264
2022-04-20,센텀시티,전라북도 전주시 덕진구 송천로 47 (송천동1가),7056588
2022-04-20,의왕동백아파트,경기도 의왕시 오전로 150 (오전동),2145391
2022-04-19,(주)소린 G.PLACE 1,충청북도 진천군 덕산면 대하로 133 ,5075499
2022-04-19,단구세경5차아파트,강원도 원주시 단구로 412 (단구동，세경5차아파트),4010733
2022-04-19,새샘마을5단지,세종특별자치시  남세종로 301 (소담동),5064794
2022-04-17,우성캐릭터그린빌아파트,서울특별시 동작구 보라매로5가길 7 (신대방동),0025833
2022-04-16,광양대광로제비앙아파트,"전라남도 광양시 진등길 40  (중동, 대광로제비앙1차아파트)",7005689
2022-04-16,더샵판교포레스트12단지,경기도 성남시 분당구 판교대장로5길 30 ,2235061
2022-04-16,온모텔,경상북도 구미시 문화로 14-1 (원평동),6034669
2022-04-15,SG펠리체2차,"경상북도 상주시 냉림서성길 40 , SG펠리체 (서성동)",6031695
2022-04-14,덕소벽산아파트,경기도 남양주시 와부읍 덕소로 177 ,2039181
2022-04-14,북가좌삼호아파트(분양),"서울특별시 서대문구 거북골로 154 (북가좌동, 북가좌삼호아파트)",0068523
2022-04-14,청주동남1차우미린,충청북도 청주시 상당구 동남로 15 (방서동),5082801
2022-04-13,건강관리협회경북지부,대구광역시 북구 팔달로 25 (노원동3가),6028460
2022-04-13,나루마을월드반도1차아파트,경기도 화성시 동탄반석로 16 (반송동，동탄나루마을 월드메르디앙 반도유보라),2009216
2022-04-13,덕산아파트,경상남도 양산시 물금읍 오봉로 29 (덕산아파트),8066897
2022-04-12,권선자이e-편한세상,경기도 수원시 권선구 권광로 55 (권선동),2066236
2022-04-12,부영맨션,"광주광역시 북구 삼정로 71  (두암동, 부영맨션)",7011760
2022-04-12,탑텐클리닉,울산광역시 남구 삼산로 269 (삼산동),8008245
2022-04-11,가양대교북단,서울특별시 마포구 마포나루길 30  (상암동),0102411
2022-04-11,차일드빌딩,서울특별시 관악구 남부순환로188길 9  (신림동),0060709
2022-04-10,영통신명한국아파트,경기도 수원시 영통구 봉영로1770번길 21 (영통동),2102365
2022-04-09,삼례대영아파트,전라북도 완주군 삼례읍 왕궁로 10 (대영아파트),7008558
2022-04-09,섬지뜰아파트,전라남도 구례군 구례읍 구례2길 105 (섬지뜰아파트),7015472
2022-04-08,양주옥정 2차(A-4(2)블럭) 대방노블랜드 아파트,경기도 양주시 옥정동 946 ,2246991
2022-04-07,단구세경5차아파트,강원도 원주시 단구로 412 (단구동，세경5차아파트),4010734
2022-04-07,봉선포스코더샵아파트,"광주광역시 남구 효사랑길 14 (봉선동, 포스코더샵아파트)",7041129
2022-04-06,ASE코리아(주),경기도 파주시 산업단지길 76 (문발동),2149462
2022-04-06,후평현대3차아파트,강원도 춘천시 후석로326번길 31 (후평동),4003843
2022-04-05,신성미소시티주상복합아파트,대구광역시 중구 달구벌대로 2051 (계산동2가),6020819
2022-04-05,용암주공2단지,"충청북도 청주시 상당구 원봉로 52 (용암동, 용암주공1.2단지아파트)",5021465
2022-04-05,화북4아파트,"제주특별자치도 제주시 동화로1길 10 (화북일동, 화북4아파트)",9003924
2022-04-04,반석마을5단지아파트,대전광역시 유성구 반석동로 33 (반석동),5016441
2022-04-03,유성아이빌아파트,대전광역시 유성구 유성대로730번길 74 (장대동),5029020
2022-04-01,동일빌딩,광주광역시 동구 동계천로 135-3 (동명동),7037053
2022-04-01,동진더힐,대구광역시 달서구 당산로24길 78 (성당동),6036735
2022-04-01,라송센트럴카운티 3차,전라남도 목포시 석현로45번길 22-10 라송센트럴카운티3차 (석현동),7061441
2022-03-31,푸른솔아파트,전라북도 익산시 부송로 52 (부송동),7040118
2022-03-27,프라임병원,경상남도 진주시 명석면 나불로 305 ,8110636
2022-03-26,노을빛마을1단지아파트,"경기도 파주시 숲속노을로 298 (문발동, 노을빛마을주공아파트)",2018225
2022-03-25,대성빌딩,인천광역시 부평구 부흥로 394 (부개동),2029969
2022-03-25,세영더조은아파트,강원도 홍천군 홍천읍 남산마을길 13 (세영더조은아파트),4011444
2022-03-24,현대제철(주) 일관제철소,충청남도 당진시 송산면 북부산업로 1526 (현대제철 일관제철소),5055675
2022-03-22,석권에듀프라자,경기도 김포시 청송로 8 (장기동),2191998
2022-03-18,미사강변/SK V1 센터,경기도 하남시 미사강변한강로 155 지하 1층 관리실 (망월동),2217910
2022-03-17,뜰앤시아,경기도 평택시 동령길 30-6 (이충동),2210224
2022-03-13,금호리조트(주)제주,"제주특별자치도 서귀포시 남원읍 태위로 522-12 (남원읍, 금호리조트(주)제주)",9000864
2022-03-12,법원시장형상가,경상북도 포항시 북구 장량중앙로66번길 16 ,6048945
2022-03-12,정은스카이빌1차아파트,"서울특별시 양천구 중앙로29길 120-11 (신정동, 정은스카이빌)",0092700
2022-03-11,마루빌딩,경기도 안양시 동안구 귀인로 204 (평촌동),2027393
2022-03-08,성서주공5단지아파트,대구광역시 달서구 선원남로 181 (용산동),6043194
2022-03-07,가락마을20단지,세종특별자치시  만남로 190 (고운동),5057394
2022-03-07,성민빌딩,울산광역시 남구 중앙로 165-1 (신정동),8024741
2022-03-05,평택효성해링턴플레이스 2단지,경기도 평택시 소사3로 22 ,2210466
2022-03-04,대방그린빌아파트,경상남도 창원시 성산구 대암로 256 (대방동),8029230
2022-03-04,도래울센트럴더포레,"경기도 고양시 덕양구 도래울로 85 (도내동, 도래울센트럴더포레)",2081102
2022-03-03,(주)새서울레저 설해온천,강원도 양양군 손양면 공항로 230 ,4017670
2022-03-03,(주)에이치와이냉장,경기도 이천시 율면 고당로 170 HY냉장,2090196
2022-03-03,신매동원빌딩,대구광역시 수성구 신매로19길 66  (신매동),6011879
2022-03-01,구미상모동한신휴플러스,"경상북도 구미시 박정희로 76 (상모동, 상모한신휴플러스)",6034241
2022-03-01,수지벽산2단지아파트,경기도 용인시 수지구 용구대로2771번길 66 (죽전동),2007237
2022-03-01,익산5차부영아파트,전라북도 익산시 하나로10길 97 (부송동),7009797
2022-02-27,공릉삼익4단지아파트,서울특별시 노원구 동일로198가길 13 (공릉동，공릉삼익4단지아파트),0086687
2022-02-27,광주여자대학교 송강학숙,광주광역시 광산구 여대길 201 (산정동),7000533
2022-02-26,갈마아파트,대전광역시 서구 신갈마로 102 (갈마동),5045333
2022-02-26,세원하이클래스,전라남도 강진군 강진읍 서성1길 18 .,7052325
2022-02-24,한우리아트빌,부산광역시 동래구 충렬대로237번길 114 (명륜동),8018486
2022-02-23,신선마을아파트,대전광역시 서구 관저로 83  (관저동),5013934
2022-02-23,우리마트,울산광역시 울주군 언양읍 반구대로 826 ,8066853
2022-02-22,대우트럼프월드II,서울특별시 영등포구 여의동로 97 (여의도동),0021124
2022-02-22,동두천송내주공4단지아파트,경기도 동두천시 동두천로 63 (송내동),2097057
2022-02-21,전주대학교공학1관,전라북도 전주시 완산구 천잠로 303 (효자동2가),7023002
2022-02-20,이편한세상태재1단지 아파트,경기도 광주시 오포읍 태재로 20-15 (이편한세상태재1단지),2194933
2022-02-20,호반베르디움 더 숲,경기도 시흥시 목감둘레로 80 (산현동),2203720
2022-02-17,옥천장야주공2단지APT,충청북도 옥천군 옥천읍 장야3길 10 ,5002009
2022-02-17,하나금융투자(주)서면지점,부산광역시 부산진구 중앙대로 724 (부전동),8051503
2022-02-16,신원아침도시더퍼스트,충청북도 제천시 원뜰로 25 (천남동),5076926
2022-02-16,하남풍산참아름아파트,경기도 하남시 덕풍동로 60 (덕풍동，참아름아파트),2042688
2022-02-13,구로현대로얄아파트,서울특별시 구로구 가마산로 97 (구로동),0108061
2022-02-13,이도월드하우스,제주특별자치도 제주시 고산동산1길 2 (이도이동),9003420
2022-02-13,한일현대시멘트(주)삼곡공장,충청북도 단양군 매포읍 고양길 95 ,5027829
2022-02-12,고령동화궁전타운,경상북도 고령군 대가야읍 중앙로 3  (궁전맨션),6000114
2022-02-11,(주)ETS,충청남도 아산시 음봉면 월산로 128-111 ,5039325
2022-02-11,원빌딩,서울특별시 강남구 테헤란로 121 (역삼동),0077749
2022-02-10,뜨란채아파트,"경상남도 김해시 우암로 36 (외동, 뜨란채아파트)",8040027
2022-02-10,진남빌딩,서울특별시 송파구 동남로 125 (가락동),0033054
2022-02-09,하늘,충청남도 천안시 서북구 두정로 156 (두정동),5047383
2022-02-08,추산마을송우주공5단지아파트,경기도 포천시 소흘읍 태봉로 83 ,2073462
2022-02-07,경남아파트,"광주광역시 남구 옹정길 21 (주월동, 경남아파트)",7000783
2022-02-07,남악오룡마을2단지,전라남도 무안군 삼향읍 남악2로74번길 13 ,7004487
2022-02-07,성심중앙병원,경기도 평택시 안중읍 안현로서6길 16 ,2106184
2022-02-06,강릉부영2차아파트,강원도 강릉시 가작로 71 (교동),4003201
2022-02-05,밀양갤러리의아침요양병원,경상남도 밀양시 내이신촌1길 14 (내이동),8074242
2022-02-04,계룡리슈빌아파트,경기도 고양시 덕양구 동세로 125 ,2113965
2022-02-04,수인선송도역,인천광역시 연수구 비류대로 175 (옥련동),2060217
2022-02-04,영남대학교,경상북도 경산시 대학로 280 (대동),6033301
2022-02-04,한빛실버파크요양원,충청북도 진천군 덕산면 용몽로 96 한빛실버파크요양원,5039300
2022-02-03,더 시너지첨단 I,광주광역시 광산구 임방울대로826번길 47 (쌍암동),7063674
2022-01-30,순복음실로암교회,충청북도 청주시 흥덕구 장구봉로 16 (가경동),5020304
2022-01-29,내덕서희스타힐스아파트,"경상남도 김해시 금관대로 688 (내덕동, 내덕 서희스타힐스 아파트)",8088119
2022-01-29,신부동 도솔노블시티 동문굿모닝힐,충청남도 천안시 동남구 신부8길 21 (신부동),5072856
2022-01-26,Chan&Chan Tower,서울특별시 강남구 영동대로 611 (삼성동),0088266
2022-01-26,금강프라자,경기도 군포시 송부로74번길 3-40 (도마교동),2218733
2022-01-26,한솔아이키움2차,경기도 평택시 고덕면 고덕여염5길 22 ,2248422
2022-01-24,신공덕1차삼성래미안아파트,서울특별시 마포구 백범로37길 12 (신공덕동，신공덕1차삼성래미안아파트),0015110
2022-01-24,앙시레이크타워,서울특별시 송파구 도곡로 450 ,0148792
2022-01-22,대광타워,인천광역시 남동구 청능대로595번길 9 (논현동),2074923
2022-01-22,범지기마을1단지,세종특별자치시  절재로 13 (아름동),5060252
2022-01-21,정관동일스위트3차아파트,부산광역시 기장군 정관읍 모전1길 9 (정관동일스위트3차),8059690
2022-01-18,주건빌딩,전라북도 전주시 덕진구 세병로 30 (송천동2가),7058757
2022-01-16,롯데쇼핑(주)동래점,부산광역시 동래구 중앙대로 1393 (온천동),8036042
2022-01-15,내동모닝빌아파트,충청남도 논산시 체육로 13 (내동),5057244
2022-01-15,래미안모텔,전라북도 전주시 덕진구 아중4길 6-1 (우아동2가),7018341
2022-01-14,M-서청주파크자이,충청북도 청주시 흥덕구 2순환로 1106 (비하동),5079261
2022-01-14,가수원동858,대전광역시 서구 원도안로 32 (도안동),5086139
2022-01-14,중동대동다숲아파트,"경상남도 창원시 의창구 팔용로 512 (서상동, 중동대동다:숲아파트)",8041413
2022-01-14,춘천중앙빌딩,강원도 춘천시 중앙로 127 (중앙로3가),4010048
2022-01-13,부곡대우아파트,부산광역시 금정구 부산대학로 10 (부곡동),8007290
2022-01-12,성담빌딩/성담개발(주),서울특별시 강남구 테헤란로 411 (삼성동),0035616
2022-01-12,창원자은3센트럴빌리지아파트,"경상남도 창원시 진해구 냉천로 189 (자은동, 센트럴 빌리지)",8099785
2022-01-10,흥덕마을휴먼시아3단지아파트,경기도 용인시 기흥구 흥덕2로 80 (영덕동),2010701
2022-01-07,관저더샵2차아파트,"대전광역시 서구 구봉산북로 52 (관저동, 관저더샵2차)",5076126
2022-01-06,우성한빛타운2차,경상북도 경주시 안강읍 화전길 71-4 ,6007305
2022-01-05,골드리버,충청남도 금산군 금산읍 북사직5길 35 ,5000849
2022-01-05,래미안안양메가트리아,경기도 안양시 만안구 안양천서로 177 (안양동),2161020
2022-01-04,좋은삼선병원,부산광역시 사상구 가야대로 326 (주례동),8053028
2022-01-03,대구율하숲,"대구광역시 동구 금호강변로3길 35 (율하동, 대구율하지구 3BL 공동주택)",6053323
2022-01-03,제주드림타워,제주특별자치도 제주시 노연로 12 (노형동),9012376
2022-01-01,그린파크빌,"서울특별시 강동구 구천면로40길 10 , (천호동)",0107590
2022-01-01,동대구역광장,대구광역시 동구 동대구로 550 철 (신암동),6052191
2022-01-01,캐슬온리뷰오피스텔,광주광역시 서구 회재로 1050 (풍암동),7054597
2021-12-31,Dormy-Inn,서울특별시 강남구 봉은사로 134 (역삼동),0117783
2021-12-31,갑천지구3블럭분양아파트,대전광역시 서구 도안동 갑천지구 3BL ,5082032
2021-12-30,시흥5차푸르지오아파트,경기도 시흥시 복지로 15 (신천동),2015522
2021-12-28,아이엠삼송,경기도 고양시 덕양구 동송로 23-50 아이엠삼송(동산동),2233345
2021-12-28,캐논스센터,제주특별자치도 서귀포시 대정읍 구억리 글로벌에듀로145번길 40,9004946
2021-12-27,성화빌딩,부산광역시 동래구 충렬대로 186 (명륜동),8047116
2021-12-27,연화마을 STXKAN 6단지아파트,충청남도 아산시 배방읍 연화로 11 (연화마을STXKAN6단지아파트),5036317
2021-12-27,탑스빌아파트,대전광역시 서구 도마로57번길 16 (변동),5029103
2021-12-26,영도라발스호텔,부산광역시 영도구 봉래나루로 82 (봉래동1가),8097737
2021-12-26,평화동아현대아파트,전라북도 전주시 완산구 맏내3길 22 (평화동2가),7010076
2021-12-25,골드벤처타워,대전광역시 서구 둔산대로117번길 66 (만년동),5002325
2021-12-25,나주호반아파트,전라남도 나주시 건재로 209 (대호동),7027151
2021-12-25,북아현두산아파트,서울특별시 서대문구 이화여대8길 62 (북아현동),0083584
2021-12-24,오션파이브빌딩,경상남도 창원시 의창구 태복산로 317 (봉림동),8073886
2021-12-23,자양동아아파트,대전광역시 동구 성동로 74 (자양동),5001530
2021-12-23,평택아토시티,경기도 평택시 비전5로 19 (비전동),2167498
2021-12-22,드림팰리스,충청남도 청양군 청양읍 문화예술1길 8 ,5090176
2021-12-20,진접휴먼시아24단지,경기도 남양주시 진접읍 해밀예당1로 295 (휴먼시아24단지아파트),2096293
2021-12-19,반석마을6단지,대전광역시 유성구 반석서로 98 (반석동),5054440
2021-12-18,다이소 원주무실점,강원도 원주시 시청로 102 (무실동),4015291
2021-12-18,일곡대우아파트,"광주광역시 북구 일곡택지로 50 (일곡동, 대우아파트)",7012329
2021-12-17,청주코아루휴티스,"충청북도 청주시 상당구 중앙로 80 (북문로3가, 청주행정타운코아루휴티스)",5087668
2021-12-16,불당이안아파트,충청남도 천안시 서북구 불당23로 13 (불당동),5061673
2021-12-14,봉천두산아파트,서울특별시 관악구 은천로 86 (봉천동，두산아파트),0047042
2021-12-14,인후한신휴플러스아파트,전라북도 전주시 덕진구 안덕원로 251 (인후동1가),7009597
2021-12-12,삼부아파트,"경기도 의정부시 장금로 30 (신곡동, 삼부아파트)",2064995
2021-12-12,송파꿈에그린,"서울특별시 송파구 위례광장로 121 (장지동, 송파꿈에그린)",0072409
2021-12-12,울산폴리프라자,울산광역시 남구 삼산중로74번길 22 (삼산동),8077821
2021-12-12,한뜰마을6단지,"세종특별자치시 다솜로 50 (어진동, 한뜰마을6단지)",5084216
2021-12-11,삼전아이필하모니아파트,울산광역시 동구 방어진순환도로 733 (전하동),8077069
2021-12-11,삼화센트럴타워,제주특별자치도 제주시 건주로4길 10-4 (도련일동),9010233
2021-12-10,기아인천서비스센터,인천광역시 미추홀구 경인로 309 (도화동),2152556
2021-12-10,호텔에이치디씨(주)아이파크콘도,강원도 고성군 토성면 고성대로 75-16 ,4003283
2021-12-09,동일하이빌2차아파트,"경기도 용인시 기흥구 언남로 15 (언남동, 하마비마을동일하이빌2차아파트)",2004942
2021-12-09,묵동아이파크아파트,서울특별시 중랑구 중랑천로 286 (묵동，묵동아이파크아파트),0018752
2021-12-05,청솔주택,서울특별시 관악구 관천로 125-3 (신림동),0136142
2021-12-04,가락마을4단지아파트,세종특별자치시  마음안로 48 (고운동),5057388
2021-12-04,고령다산주공아파트,경상북도 고령군 다산면 상곡길 28 ,6004718
2021-12-04,동신빌딩,서울특별시 강남구 테헤란로 409 (삼성동),0009745
2021-12-04,우미린에듀파크2단지아파트,"충청북도 청주시 상당구 수영로 359 (용담동, 우미린 에듀파크 2단지)",5051611
2021-12-04,한국과학기술원,대전광역시 유성구 대학로 291 (어은동),5000633
2021-12-02,매곡월드프라자,울산광역시 북구 매산로 35 (매곡동),8043981
2021-12-02,성림빌딩,대구광역시 달서구 달구벌대로251길 18 (이곡동),6001424
2021-12-02,시지청솔타운,대구광역시 수성구 고산로 70 (신매동),6028575
2021-12-01,(주)이마트안산고잔점,경기도 안산시 단원구 원포공원로 54 (초지동),2015302
2021-12-01,주월동광명메이루즈아파트,"광주광역시 남구 봉선로 37 (주월동, 봉선로광명메이루즈)",7037546
2021-11-30,동국대학교,서울특별시 중구 필동로1길 30 (장충동2가),0083321
2021-11-30,엄지의원,충남 보령시 웅천읍 대창리 718-5 ,5084104
2021-11-29,경북김천혁신도시이지더원,"경상북도 김천시 해오름1로 37 (율곡동, 김천혁신도시 이지더원아파트)",6047376
2021-11-29,임곡그린빌아파트,경기도 안양시 동안구 임곡로 43 (비산동),2118862
2021-11-28,구월동아아파트,"인천광역시 남동구 인주대로676번길 22 (구월동, 동아아파트)",2094327
2021-11-28,도화더샵스카이타워1단지,"인천광역시 미추홀구 숙골로88번길 12 (도화동, 더샵 인천스카이타워 1단지)",2229365
2021-11-27,우리빌,서울특별시 관악구 관천로12길 25 (신림동),0058074
2021-11-26,롯데쇼핑(주) 롯데마트시흥배곧점,경기도 시흥시 서울대학로278번길 67 (정왕동),2172826
2021-11-26,협성강변타운,경상남도 양산시 회현1길 3 (교동，협성아파트),8010495
2021-11-25,당산성원아파트,"서울특별시 영등포구 양평로 57 (당산동5가, 성원아파트)",0061499
2021-11-25,현대제철A지구,"충청남도 당진시 송산면 북부산업로 1526 , (고로3기)",5052010
2021-11-24,가와인아파트상가,서울특별시 영등포구 신길로 214 지하2층,0091193
2021-11-24,자연앤래미안e편한세상,"경기도 성남시 수정구 위례동로 61 (창곡동, 위례 자연&래미안 e편한세상)",2164246
2021-11-24,현대글로리아아파트,울산광역시 북구 이화5길 23 (중산동),8023620
2021-11-22,정관동일스위트2차,부산광역시 기장군 정관읍 정관3로 23 (정관동일스위트 2차),8058379
2021-11-21,KORAIL 중앙역,경기도 안산시 단원구 중앙대로 918 (고잔동),2144660
2021-11-21,동양프라자,부산광역시 기장군 기장읍 차성로 290 ,8003398
2021-11-20,송천진흥더블파크아파트,전라북도 전주시 덕진구 천마산로 100 (송천동1가),7026816
2021-11-20,죽동대원칸타빌,대전광역시 유성구 죽동로 39 (죽동),5064067
2021-11-19,범양마더빌2차아파트,경기도 양주시 평화로 1476-24 (덕계동),2099950
2021-11-19,송화마을휴먼시아7단지,"광주광역시 남구 노대실로 89 (노대동, 송화마을 휴먼시아)",7013352
2021-11-15,홈플러스스토어즈(주)문화점,대전광역시 중구 계백로 1690  (문화동),5029177
2021-11-14,선경2차아파트,"전라남도 여수시 양지6길 2  (미평동, 선경2차아파트)",7012946
2021-11-13,천성리버타운,"경상남도 양산시 소주회야로 75 (소주동, 천성리버타운)",8044205
2021-11-12,대우유토피아아파트,경상남도 김해시 인제로 167 (어방동),8072144
2021-11-12,신영빌딩,서울특별시 강남구 영동대로 731 (청담동),0057541
2021-11-10,성동마을LG빌리지3차아파트,"경기도 용인시 수지구 성복2로 126 (성복동, 성동마을LG빌리지3차아파트)",2048606
2021-11-09,수협빌딩,경기도 화성시 남양시장로 1 (남양동),2049858
